track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable
Phiêu Lưu Ký (feat. Dế Choắt)	Rap Việt Tập 11	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-10-16	204800.0	15.0	False	True
Deanna Junctions Ninl		David Sarah UuI						
Xui Hay Vui	Xui Hay Vui	tlinh	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2023-01-03	162947.0	33.0	False	True
Mùa Mưa Ngâu Nằm Cạnh	Mùa Mưa Ngâu Nằm Cạnh	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2018-03-28	271856.0	37.0	False	True
Garrick Crest Proh		David Sarah UuI						
Thơ	Thơ	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2022-09-28	154286.0	29.0	False	True
Krazy (feat. EVY)	Krazy (feat. EVY)	Touliver	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2018-01-31	228750.0	41.0	True	True
Gucci in Town	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	257109.0	16.0	False	True
I Knew You Were Trouble.	Red (Big Machine Radio Release Special)	Taylor Swift	[]	2012-10-22	219720.0	72.0	False	True
Nhớ người yêu	Nhớ Người Yêu (Valentine Tình Yêu)	Dan Nguyen	['vietnamese bolero', 'bolero', 'vinahouse', 'v-pop']	2014-02-14	254563.0	22.0	False	True
Diễm Xưa	Diễm Xưa	Kiên Trịnh	['vietnam indie', 'v-pop']	2022-06-11	191492.0	35.0	False	True
Chắc Anh Đang (Remix)	Chắc Anh Đang (Remix)	Tiên Tiên	['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2018-02-15	211696.0	13.0	False	True
When We Were Young	25	Adele	['soft pop']	2015-11-20	290900.0	74.0	False	True
Cùng Anh	Cùng Anh	Ngọc Dolil	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vinahouse']	2023-03-22	197513.0	33.0	False	True
Like It Is	Like It Is	Kygo	['tropical house']	2020-03-27	183067.0	50.0	False	True
Love Is A Game	30	Adele	['soft pop']	2021-11-19	403044.0	58.0	False	True
Hold Me Closer	Hold Me Closer	Elton John	[]	2022-08-26	202245.0	68.0	False	True
give it to me	Agust D	Agust D	['k-pop', 'k-rap']	2016-08-16	149524.0	59.0	True	True
I'll Be There	Always in Between (Deluxe)	Jess Glynne	[]	2018-10-12	194386.0	63.0	False	True
Queen of Hearts	BETWEEN 1&2	TWICE	['k-pop']	2022-08-26	186946.0	49.0	False	True
Burn It (feat. MAX)	D-2	Agust D	['k-pop', 'k-rap']	2020-05-22	192106.0	61.0	False	True
Người Đáng Thương Là Anh	Người Đáng Thương Là Anh	Only C	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']	2022-08-03	291995.0	49.0	False	True
Em Không Quay Về	Hoàng Tôn: The Hits Collection	Hoàng Tôn	['v-pop', 'vietnamese hip hop', 'vinahouse']	2015-01-01	266933.0	45.0	False	True
Dẫu Nhớ Gấp Trăm Lần	Hôm Qua Hôm Nay Và Sau Này	Nguyên Hà	['v-pop', 'vietnam indie']	2020-10-06	214000.0	20.0	False	True
Christmas Tree - Inst.	Our Beloved Summer (Original Television Soundtrack), Pt. 5	V	['k-pop']	2021-12-24	209946.0	47.0	False	True
chiếc hộp	chiếc hộp	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2021-11-11	216062.0	10.0	False	True
Celina	Celina	WEAN	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-09	205860.0	29.0	False	True
Goodbye (feat. Nicki Minaj & Willy William)	Goodbye (feat. Nicki Minaj & Willy William)	Jason Derulo	[]	2018-08-24	195419.0	52.0	False	True
Anh Đang Nơi Đâu	Anh Đang Nơi Đâu	Miu Lê	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']	2020-01-01	200936.0	35.0	False	True
NGÀY MAI LÀ TƯƠNG LAI (feat. Obito)	Rap Việt Season 2 - Tập 6	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-11-22	170571.0	31.0	False	True
my strange addiction	WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?	Billie Eilish	[]	2019-03-29	179889.0	71.0	False	True
REMEDY	REMEDY	Alesso	['edm']	2018-08-31	190295.0	58.0	False	True
vâng anh đi đi (liu riu version)	vâng anh đi đi (liu riu version)	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2021-10-07	219000.0	10.0	False	True
Bet On Me	No Nê	Suboi	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-07-15	224894.0	16.0	True	True
Want To	Want To	Dua Lipa	['pop']	2018-09-06	211817.0	48.0	False	True
Blue Eyes	Letter To Myself - The 6th Mini Album	TAEYEON	['k-pop', 'k-ballad']	2024-11-18	181822.0	47.0	False	True
FEFE (feat. Nicki Minaj & Murda Beatz)	DUMMY BOY (Revised)	6ix9ine	[]	2018	179404.0	64.0	True	True
tolerate it	evermore	Taylor Swift	[]	2020-12-11	245440.0	67.0	True	True
Rằm Tháng 7 (feat. R.Tee)	Rap Việt, Vòng 1	RAP VIỆT	['vietnamese hip hop', 'v-pop']	1900-01-01	204521.0	15.0	False	True
Real Friends	Camila	Camila Cabello	['pop']	2018-01-12	214386.0	49.0	False	True
ZEZE (feat. Travis Scott & Offset)	Dying to Live	Kodak Black	[]	2018-12-14	228759.0	72.0	True	True
NVMD	NVMD	Denise Julia	['pinoy r&b']	2022-02-04	181224.0	68.0	True	True
Higher Power	Higher Power	Coldplay	[]	2021-05-07	211294.0	65.0	False	True
Is There Someone Else?	Dawn FM	The Weeknd	[]	2022-01-06	199111.0	77.0	False	True
LOVE COUNTDOWN (Feat. Wonstein)	IM NAYEON	NAYEON	['k-pop']	2022-06-24	197613.0	58.0	False	True
See U Later	SQUARE UP	BLACKPINK	['k-pop']	2018-06-15	198866.0	51.0	False	True
BỎ TÚI (feat. B-Wine & VSOUL)	Rap Việt Season 2 - Tập 8	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-12-06	238139.0	28.0	False	True
If We Have Each Other	Narrated For You	Alec Benjamin	[]	2018-11-16	181522.0	72.0	False	True
RAVE	RAVE	Dxrk ダーク	['phonk', 'drift phonk']	2022-03-18	169245.0	69.0	False	True
Youth (feat. Khalid)	Shawn Mendes	Shawn Mendes	['pop']	2018-05-25	190866.0	57.0	False	True
22 (Taylor's Version)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	230960.0	68.0	False	True
Cry for Me	Romance	Camila Cabello	['pop']	2019-12-06	189133.0	46.0	False	True
RISE	RISE	League of Legends	[]	2018-09-28	192881.0	65.0	False	True
Falling Down - Bonus Track	Come Over When You're Sober, Pt. 2	Lil Peep	['emo rap', 'cloud rap']	2018-11-09	196400.0	80.0	False	True
Chẳng Biết Điều Gì	Chẳng Biết Điều Gì	Da LAB	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2020-12-08	230398.0	26.0	False	True
달라달라 DALLA DALLA		ITZY						
Nocturnal	Take	SHAUN	['k-pop']	2018-06-27	264015.0	34.0	False	True
Universe (Let's Play Ball)	Universe (Let's Play Ball)	NCT U	['k-pop']	2021-12-10	231466.0	47.0	False	True
Vì Sao	Vì Sao	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2022-07-08	274951.0	28.0	False	True
DUMDi DUMDi	DUMDi DUMDi	(G)I-DLE	['k-pop']	2020-08-03	210640.0	50.0	False	True
The Other Side (from Trolls World Tour)	The Other Side (from Trolls World Tour)	SZA	['r&b']	2020-02-26	188186.0	57.0	False	True
LẦN CUỐI (đi bên em xót xa người ơi)	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	222846.0	52.0	False	True
Give You My Heart	Crash Landing on You OST Part 11	IU	['k-pop', 'k-ballad']	2020-02-15	280360.0	50.0	False	True
Apologize	Shock Value	Timbaland	[]	2007-04-02	184400.0	72.0	False	True
Gasoline	Dawn FM	The Weeknd	[]	2022-01-06	212165.0	64.0	False	True
dreAMEE (intro)	dreaAMEE	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-06-20	39931.0	21.0	False	True
Hạnh Phúc Xuân Ngời	Hạnh Phúc Xuân Ngời	Noo Phước Thịnh	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2017-01-19	234540.0	37.0	False	True
Đã Đến Lúc	Đã Đến Lúc	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2019-04-13	268480.0	26.0	False	True
Là Mây Trên Bầu Trời Ai Đó	Là Mây Trên Bầu Trời Ai Đó	ERIK	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2022-07-10	277241.0	11.0	False	True
All Is Found	Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)	Evan Rachel Wood	[]	2019-11-15	125439.0	63.0	False	True
Lose Control	Lose Control	MEDUZA	[]	2019-10-11	168387.0	66.0	False	True
happiness	evermore	Taylor Swift	[]	2020-12-11	315146.0	60.0	True	True
Young & Alive	Infinite Dream	Bazzi	[]	2022-09-16	160465.0	52.0	True	True
This Love	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	203434.0	12.0	False	True
Đếm Ngày Xa Em	Đếm Ngày Xa Em	Only C	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']	2016-06-22	256691.0	49.0	False	True
Tuổi Đá Buồn	Tuổi Đá Buồn	Juky San	['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']	2022-06-07	247804.0	28.0	False	True
Mảnh Ghép	Mảnh Ghép	Andiez	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2018-08-30	230687.0	17.0	False	True
Child	Child - SM STATION : NCT LAB	MARK	['k-pop']	2022-02-04	211069.0	51.0	False	True
Follow God	JESUS IS KING	Kanye West	['rap']	2019-10-25	104591.0	70.0	False	True
Moral of the Story	Ashlyn	Ashe	[]	2021-05-07	201016.0	72.0	True	True
coney island (feat. The National)	evermore (deluxe version)	Taylor Swift	[]	2021-01-07	275320.0	58.0	False	True
Về Nhà Ăn Tết	Về Nhà Ăn Tết	BigDaddy	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2017-01-25	241384.0	37.0	False	True
Alice	Chromatica	Lady Gaga	['art pop', 'pop']	2020-05-29	177600.0	57.0	False	True
Water Ripples	Water Ripples	Enno Aare	[]	2015-06-14	187477.0	18.0	False	True
Just the Way You Are	Doo-Wops & Hooligans	Bruno Mars	[]	2010-05-11	220734.0	83.0	False	True
everythingoes (with Nell)	mono.	RM	['k-pop', 'k-rap']	2018-10-23	222493.0	52.0	False	True
Put Your Records On	Put Your Records On	Ritt Momney	['bedroom pop']	2020-04-24	210463.0	65.0	False	True
Lời Chưa Nói	Summer Love	Trịnh Thăng Bình	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2011-09-30	256120.0	39.0	False	True
Xuân Xuân Ơi Xuân Đã Về		Bích Phương						
Anh	Anh (Vol.7)	Hồ Quỳnh Hương	['v-pop']	2010-08-16	311824.0	26.0	False	True
BREAK MY SOUL	RENAISSANCE	Beyoncé	[]	2022-07-29	278281.0	64.0	False	True
11 Minutes (with Halsey feat. Travis Barker)	11 Minutes (with Halsey feat. Travis Barker)	YUNGBLUD	[]	2019-02-14	239507.0	59.0	True	True
Birthday	Birthday	Anne-Marie	[]	2020-02-07	181466.0	49.0	False	True
Show Yourself	Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)	Idina Menzel	['musicals']	2019-11-15	260906.0	66.0	False	True
Believers	Believers	Alan Walker	[]	2021-05-14	159077.0	46.0	False	True
1 step forward, 3 steps back	SOUR	Olivia Rodrigo	[]	2021-05-21	163586.0	73.0	True	True
Trôi	Trôi	Kha	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop', 'vinahouse']	2022-06-17	264765.0	19.0	False	True
Chúc Tết Mọi Nhà (feat. Noo Phước Thịnh)	Chúc Tết Mọi Nhà (feat. Noo Phước Thịnh)	Hồ Ngọc Hà	['v-pop', 'vinahouse']	2017-02-06	253441.0	36.0	False	True
Light It Up (with Tyga & Chris Brown)	Light It Up (with Tyga & Chris Brown)	Marshmello	['edm']	2019-04-25	137448.0	47.0	True	True
Xin loi anh qua phien	Ten On Ten	Đông Nhi	['v-pop', 'vinahouse']	2018-12-13	245161.0	13.0	False	True
The Party Song	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	185429.0	7.0	False	True
virgo	virgo	Jadu Jadu	['lo-fi house']	2018-10-26	61022.0	45.0	False	True
Trên Chuyến Xe Lên Đà Lạt Chiều Nay	Yêu Rồi Yêu Rồi Yêu	Tóc Tiên	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese bolero']	2021-12-16	233242.0	10.0	False	True
This Moment	Talisman Stallion	Bela Nemeth	[]	2017-01-01	154663.0	12.0	False	True
Honsool	D-2	Agust D	['k-pop', 'k-rap']	2020-05-22	219808.0	51.0	True	True
Em Là Điểm Yếu Của Anh	Trạm Cảm Xúc	traitimtrongvang	['v-pop']	2021-07-05	212631.0	8.0	False	True
We Are Never Ever Getting Back Together (Taylor's Version)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	193146.0	69.0	False	True
Love Me More	Love Me More	Sam Smith	['soft pop']	2022-04-28	190658.0	56.0	False	True
Potion (with Dua Lipa & Young Thug)	Potion (with Dua Lipa & Young Thug)	Calvin Harris	['edm']	2022-05-27	214459.0	58.0	True	True
NGỌN NẾN (feat. Coldzy)	Rap Việt Season 2 - Tập 4	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-11-08	187200.0	21.0	False	True
Where You From	Skool Luv Affair	BTS	['k-pop']	2014-02-12	240106.0	47.0	False	True
fake smile	thank u, next	Ariana Grande	['pop']	2019-02-08	208880.0	58.0	True	True
Sài Gòn Đau Lòng Quá - Live at XHTĐRLX	Xuân Hạ Thu Đông, rồi lại Xuân (Tập 10)	Forest Studio	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2021-03-25	296500.0	20.0	False	True
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song	We Are The People (feat. Bono & The Edge) [Official UEFA EURO 2020 Song]	Martin Garrix	['edm', 'electronica', 'progressive house']	2021-05-13	217000.0	53.0	False	True
Cross Your Mind	Bridges	Calum Scott	['soft pop']	2022-06-17	212950.0	48.0	False	True
Wanted	Human (Deluxe)	OneRepublic	['soft pop']	2021-08-27	136247.0	45.0	False	True
Future Nostalgia	Future Nostalgia	Dua Lipa	['pop']	2020-03-27	184881.0	52.0	False	True
Tâm Sự Với Người Lạ	Tâm Sự Với Người Lạ	Tiên Cookie	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2016-01-15	258793.0	37.0	False	True
When You Knock On The Door	When You Knock On The Door	hooligan.	['vietnamese lo-fi', 'v-pop', 'vietnam indie']	2021-12-09	237810.0	19.0	False	True
uhgood	mono.	RM	['k-pop', 'k-rap']	2018-10-23	194384.0	51.0	False	True
Rolling in the Deep	21	Adele	['soft pop']	2011-01-24	228093.0	76.0	False	True
Ta Còn Yêu Nhau	Ta Còn Yêu Nhau	Đức Phúc	['v-pop', 'vinahouse', 'vietnam indie']	2017	206968.0	34.0	False	True
Bloom	Bloom	Troye Sivan	[]	2018-08-31	222096.0	53.0	False	True
9 and Three Quarters (Run Away)	The Dream Chapter: MAGIC	TOMORROW X TOGETHER	['k-pop']	2019-10-21	211866.0	60.0	False	True
MIDDLE CHILD	MIDDLE CHILD	J. Cole	['rap']	2019-01-23	213593.0	74.0	True	True
Baby (feat. MARINA & Luis Fonsi)	Baby (feat. MARINA & Luis Fonsi)	Clean Bandit	[]	2018-11-02	205440.0	52.0	False	True
Interlude : Set me free	D-2	Agust D	['k-pop', 'k-rap']	2020-05-22	140198.0	52.0	False	True
Beatbox	Beatbox - The 2nd Album Repackage	NCT DREAM	['k-pop']	2022-05-30	205133.0	54.0	False	True
NO PROBLEM (Feat. Felix of Stray Kids)	IM NAYEON	NAYEON	['k-pop']	2022-06-24	196160.0	55.0	False	True
Message In A Bottle (Taylor's Version) (From The Vault)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	225960.0	66.0	False	True
lửa gần rơm lâu ngày cũng bén	lửa gần rơm lâu ngày cũng bén	Phùng Khánh Linh	['v-pop', 'vietnam indie', 'city pop']	2021-12-28	156500.0	17.0	False	True
EARFQUAKE	IGOR	Tyler, The Creator	[]	2019-05-17	190066.0	79.0	True	True
Levels - Radio Edit	Levels	Avicii	['edm']	2011-10-28	199906.0	77.0	False	True
MY BAG	I NEVER DIE	(G)I-DLE	['k-pop']	2022-03-14	160520.0	60.0	False	True
Push My Luck	World War Joy	The Chainsmokers	[]	2019-12-06	181853.0	47.0	False	True
EM YÊU PUPPY (feat. Puppy)	RAP VIỆT 2024, Tập 2	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2024-09-30	156000.0	36.0	False	True
Ánh Nắng Của Anh (Chờ Em Đến Ngày Mai OST)		Đức Phúc						
Future Perfect (Pass the MIC)	MANIFESTO : DAY 1	ENHYPEN	['k-pop']	2022-07-04	180750.0	63.0	False	True
Nervous	Shawn Mendes	Shawn Mendes	['pop']	2018-05-25	164146.0	49.0	False	True
Nắng Thủy Tinh	Nắng Thủy Tinh	Hoàng Dũng	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2022-06-17	241050.0	24.0	False	True
Outro: Do You Think It Makes Sense?	Dark & Wild	BTS	['k-pop']	2014-08-20	172658.0	49.0	False	True
I Heard You’re Married (feat. Lil Wayne)	Dawn FM	The Weeknd	[]	2022-01-06	263641.0	56.0	True	True
strawberry moon	strawberry moon	IU	['k-pop', 'k-ballad']	2021-10-19	205333.0	52.0	False	True
dorothea	evermore (deluxe version)	Taylor Swift	[]	2021-01-07	225880.0	57.0	False	True
ghostin	thank u, next	Ariana Grande	['pop']	2019-02-08	271466.0	63.0	False	True
State Of Grace (Taylor's Version)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	295413.0	60.0	False	True
DON QUIXOTE	SEVENTEEN 4th Album 'Face the Sun'	SEVENTEEN	['k-pop']	2022-05-27	172360.0	58.0	False	True
Kills You Slowly	World War Joy	The Chainsmokers	[]	2019-12-06	213320.0	43.0	True	True
RU MÌNH	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	126939.0	27.0	False	True
Ritual	Ritual	Tiësto	['edm', 'trance', 'big room', 'house', 'dance']	2019-05-31	198995.0	56.0	False	True
Chờ (Điều Tốt Nhất)	Ngày Ấy Và Sau Này	Cá Hồi Hoang	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2021-05-14	248000.0	27.0	False	True
I Wanna Know (feat. Bea Miller)	I Wanna Know (feat. Bea Miller)	NOTD	[]	2018-03-16	197938.0	59.0	False	True
Outro: Luv in Skool	O!RUL8,2?	BTS	['k-pop']	2013-09-11	86044.0	50.0	False	True
Sour Grapes	FEARLESS	LE SSERAFIM	['k-pop']	2022-05-02	196540.0	66.0	False	True
Duyện Phận	Những Bài Hát Hay Nhất	Tố My	['vietnamese bolero', 'bolero']	2020-10-10	388869.0	3.0	False	True
How Do I Make You Love Me?	Dawn FM	The Weeknd	[]	2022-01-06	214214.0	61.0	False	True
Intro: Never Mind	The Most Beautiful Moment in Life Pt.2	BTS	['k-pop']	2015-11-30	136428.0	50.0	True	True
TẦNG TẦNG LỚP LOVE (feat. VSOUL)	Rap Việt Season 2 - Tập 12	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2022-01-03	233668.0	24.0	False	True
Intro: 2 Cool 4 Skool	2 Cool 4 Skool	BTS	['k-pop']	2013-06-12	63786.0	51.0	False	True
Outro: House of Cards	The Most Beautiful Moment in Life Pt.2	BTS	['k-pop']	2015-11-30	177413.0	52.0	False	True
High	So Far So Good	The Chainsmokers	[]	2022-06-08	175163.0	56.0	True	True
Lo Vas A Olvidar (with ROSALÍA)	Lo Vas A Olvidar (with ROSALÍA)	Billie Eilish	[]	2021-01-21	203464.0	58.0	False	True
Payphone	Overexposed Track By Track	Maroon 5	['pop']	2012-01-01	231173.0	79.0	True	True
Outro: Circle Room Cypher	2 Cool 4 Skool	BTS	['k-pop']	2013-06-12	323640.0	43.0	False	True
Phonics Song	Gracie's Corner Kids Hits, Vol. 3	Gracie's Corner	"[""children's music""]"	2022-09-17	270967.0	40.0	False	True
Ai Là Người Thương Em?	Ai Là Người Thương Em?	Quân A.P	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2019-05-09	307103.0	42.0	False	True
Like (Slow Jam Remix)	Skool Luv Affair (Special Addition)	BTS	['k-pop']	2014-05-14	232691.0	44.0	False	True
Skit: Soulmate	Skool Luv Affair	BTS	['k-pop']	2014-02-12	92791.0	44.0	False	True
Intro: O!RUL8,2?	O!RUL8,2?	BTS	['k-pop']	2013-09-11	70531.0	50.0	False	True
Here We Go… Again (feat. Tyler, the Creator)	Dawn FM	The Weeknd	[]	2022-01-06	209777.0	58.0	True	True
up at night (feat. justin bieber)	up at night (feat. justin bieber)	Kehlani	[]	2022-03-30	182226.0	51.0	False	True
Thưởng Thức Nỗi Buồn	Trạm Cảm Xúc	Tiên Cookie	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2021-07-05	230624.0	14.0	False	True
Skit: R U Happy Now?	O!RUL8,2?	BTS	['k-pop']	2013-09-11	148072.0	40.0	False	True
Skit: Circle Room Talk	2 Cool 4 Skool	BTS	['k-pop']	2013-06-12	131906.0	42.0	False	True
The Bones	GIRL	Maren Morris	['country']	2019-03-08	197293.0	61.0	False	True
Lost	JORDI (Deluxe)	Maroon 5	['pop']	2021-06-11	172597.0	59.0	False	True
Lạnh Từ Trong Tim	Lạnh Từ Trong Tim	Quang Vinh	['v-pop', 'vietnamese lo-fi']	2020-11-30	299519.0	25.0	False	True
brutal	SOUR	Olivia Rodrigo	[]	2021-05-21	143746.0	72.0	True	True
PLAYING WITH FIRE	SQUARE TWO	BLACKPINK	['k-pop']	2016-11-01	197288.0	67.0	False	True
Intro: Never Mind	The Most Beautiful Moment in Life Pt.2	BTS	['k-pop']	2015-11-30	136428.0	50.0	True	True
Anymore	XOXO	JEON SOMI	['k-pop']	2021-10-29	197701.0	47.0	False	True
Outro: Love Is Not Over	The Most Beautiful Moment in Life Pt.1	BTS	['k-pop']	2015-04-29	143862.0	49.0	False	True
Everyday	Bobby Tarantino II	Logic	[]	2018-03-09	204746.0	58.0	True	True
I Need U (Remix)	The Most Beautiful Moment in Life: Young Forever	BTS	['k-pop']	2016-05-02	223012.0	41.0	False	True
Mad Love	Mad Love The Prequel	Sean Paul	['dancehall']	2018-06-29	199944.0	59.0	False	True
Cho Tôi Lang Thang	Cho Tôi Lang Thang	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2018-03-27	258784.0	54.0	False	True
Beach House	Sick Boy	The Chainsmokers	[]	2018-12-14	206120.0	47.0	False	True
Just Look Up (From Don’t Look Up)	Just Look Up (From Don’t Look Up)	Ariana Grande	['pop']	2021-12-03	201667.0	49.0	True	True
Intro: Skool Luv Affair	Skool Luv Affair	BTS	['k-pop']	2014-02-12	178282.0	45.0	False	True
Treacherous (Taylor's Version)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	242720.0	60.0	False	True
Outro: Propose	Skool Luv Affair	BTS	['k-pop']	2014-02-12	122513.0	49.0	False	True
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	285106.0	65.0	True	True
Run (Alternative Mix)	The Most Beautiful Moment in Life: Young Forever	BTS	['k-pop']	2016-05-02	236437.0	42.0	False	True
Stargazing	Stargazing - EP	Kygo	['tropical house']	2017-09-21	236853.0	61.0	False	True
Wandered To LA (with Justin Bieber)	Fighting Demons (Deluxe)	Juice WRLD	['melodic rap', 'emo rap']	2022-03-18	188833.0	57.0	True	True
Chạm Đáy Nỗi Đau	Chạm Đáy Nỗi Đau	ERIK	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2018-04-27	293192.0	48.0	False	True
911	Chromatica	Lady Gaga	['art pop', 'pop']	2020-05-29	172133.0	62.0	False	True
We Are Bulletproof Pt.2	2 Cool 4 Skool	BTS	['k-pop']	2013-06-12	223933.0	58.0	False	True
always, i'll care	love is not dying	Jeremy Zucker	[]	2020-04-17	146160.0	61.0	False	True
You Are The Reason - Duet Version	Only Human (Special Edition)	Calum Scott	['soft pop']	2018-11-30	190760.0	63.0	False	True
LUCKY BOY (feat. Dlow)	Rap Việt Season 2 - Tập 5	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-11-15	149378.0	23.0	False	True
Man On The Moon	World Of Walker	Alan Walker	[]	2021-11-26	178625.0	57.0	False	True
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	258812.0	66.0	False	True
Bức Thư Tình Thứ Hai	Bức Thư Tình Thứ Hai	Hồ Quỳnh Hương	['v-pop']	2006	358055.0	26.0	False	True
Summertime Magic	Summer Pack	Childish Gambino	[]	2018-07-11	213600.0	55.0	False	True
Smile	Smile	Katy Perry	['pop']	2020-08-28	166898.0	47.0	False	True
Rainbow Halo	‘The ReVe Festival 2022 - Feel My Rhythm’	Red Velvet	['k-pop']	2022-03-21	208560.0	39.0	False	True
ivy	evermore	Taylor Swift	[]	2020-12-11	260440.0	61.0	True	True
Forever Yours - Avicii Tribute	Forever Yours (Avicii Tribute)	Kygo	['tropical house']	2020-01-24	193846.0	60.0	False	True
attention (with Justin Bieber)	attention (with Justin Bieber)	Omah Lay	['afrobeats', 'afrobeat', 'afropop', 'afro soul', 'alté', 'afroswing']	2022-03-03	180563.0	52.0	False	True
TẶNG MỘT MÓN QUÀ (feat. Phaos & J Jade)	Rap Việt Season 2 - Tập 9	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-12-13	273000.0	18.0	False	True
Trigger	Trigger	Major Lazer	['moombahton']	2019-10-24	171986.0	44.0	False	True
Ket Nguyet	Ten On Ten	Đông Nhi	['v-pop', 'vinahouse']	2018-12-13	272000.0	5.0	False	True
Less Than Zero	Dawn FM	The Weeknd	[]	2022-01-06	211814.0	69.0	False	True
badbye (with eAeon)	mono.	RM	['k-pop', 'k-rap']	2018-10-23	112606.0	49.0	False	True
Hiếm Có Khó Tìm (feat. Han Sara)	Hiếm Có Khó Tìm (feat. Han Sara)	JSOL	['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']	2020-07-15	196981.0	14.0	False	True
Giàu Sang	Giàu Sang	Rhymastic	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2020-06-23	200727.0	16.0	False	True
Lost In Japan - Remix	Lost In Japan (Remix)	Shawn Mendes	['pop']	2018-09-27	201253.0	52.0	False	True
Sleigh Ride	A Christmas Gift For You From Phil Spector	The Ronettes	['christmas']	1963	181266.0	68.0	False	True
Insomnia	Insomnia	Daya	[]	2019-03-08	179745.0	54.0	False	True
